"ID","os","ProtocolId","within.day","ScriptName","day.of.week","RunTimestamp","SubmissionTimestamp","HOW","nPEOPLE","WHOM","d1.da.fare","d2.veloce","d3.multitask","d4.intensa","c1.cambiare","c2.come","c3.tempo","OCS","t1.rilassato.teso","e1.stanco.sveglio","v2.soddisfatto.insoddisfatto","t2.agitato.calmo","e2.pieno.privodenergia","v3.positivo.negativo","t3.nervoso.tranquillo","e3.affaticato.fresco","WHAT","v1.male.bene","PSi","event1.negativi","event2.intensity.n","event3.positivi","event4.intensity.p","Drugs"
"LRSM1963","iOS","ProtocolWorkM",4,"Survey Lavoro",5,2019-04-12 15:35:31.940,2019-04-12 15:36:46.465,"Facciaafaccia/oralmente,Alcomputer,Altelefono","6","Colleghi,Superiori,Sottoposti","5","3","6","4","7","4","5","Interruzioni,Inadeguatoaiutodapartedialtrepersone","4","5","4","7","3","5","4","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","6",NA,NA,NA,NA,NA,NA
"LRSM1963","iOS","ProtocolWorkM",1,"Survey Lavoro",1,2019-04-15 12:21:06.037,2019-04-15 12:22:12.740,"Facciaafaccia/oralmente,Alcomputer,Altelefono","5","Colleghi,Superiori","5","5","4","6","3","6","4","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Regoleeprocedureorganizzative","5","4","5","4","6","3","6","6","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","6",NA,NA,NA,NA,NA,NA
"LRSM1963","iOS","6de7da11-4919-4fc3-a420-9d9b42024526",8,"Survey Lavoro",3,2019-04-17 09:44:11.245,2019-04-17 09:44:47.756,"Alcomputer,Facciaafaccia/oralmente,Altelefono","5","Superiori,Colleghi,Sottoposti","4","4","3","2","1","4","3","Inadeguatoaiutodapartedialtrepersone,Interruzioni,Regoleeprocedureorganizzative","4","2","5","2","3","4","3","3","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","4",NA,NA,NA,NA,NA,NA
"LRSM1963","iOS","ProtocolWorkM",9,"Survey Lavoro",3,2019-04-17 11:11:22.842,2019-04-17 11:42:06.469,"Facciaafaccia/oralmente,Alcomputer,Altelefono","3","Colleghi,Superiori,Sottoposti","5","3","6","4","5","5","3","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Regoleeprocedureorganizzative","4","5","3","5","5","3","7","3","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali","5",NA,NA,NA,NA,NA,NA
"LRSM1963","iOS","ProtocolWorkM",10,"Survey Lavoro",3,2019-04-17 12:24:38.192,2019-04-17 12:25:22.324,"Facciaafaccia/oralmente,Alcomputer","6","Colleghi,Superiori,Sottoposti","2","5","3","5","3","5","3","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Regoleeprocedureorganizzative","4","6","4","3","5","4","6","3","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione,DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","2",NA,NA,NA,NA,NA,NA
"LRSM1963","iOS","6de7da11-4919-4fc3-a420-9d9b42024526",11,"Survey Lavoro",3,2019-04-17 16:57:32.429,2019-04-17 17:06:31.875,"Alcomputer,Videoconferenzaes.Skype,Consmarphone/tablet","5","Colleghi,Sottoposti,Superiori","4","4","3","6","2","2","7","Inadeguatoaiutodapartedialtrepersone,Regoleeprocedureorganizzative,Interruzioni","3","5","3","3","5","2","3","5","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali","3",NA,NA,NA,NA,NA,NA
"LRSM1963","iOS","ProtocolWorkM",12,"Survey Lavoro",3,2019-04-17 16:57:38.476,2019-04-17 17:07:13.672,"Alcomputer,Altelefono","5","Colleghi,Sottoposti,Superiori","3","3","6","2","5","4","4","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Regoleeprocedureorganizzative","4","4","2","6","4","4","3","3","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","2",NA,NA,NA,NA,NA,NA
"LRSM1963","iOS","6de7da11-4919-4fc3-a420-9d9b42024526",5,"Survey Lavoro",5,2019-04-19 14:05:24.045,2019-04-19 14:06:05.220,"Facciaafaccia/oralmente,Alcomputer,Altelefono","5","Colleghi,Superiori,Sottoposti","3","2","2","6","4","6","6","Inadeguatoaiutodapartedialtrepersone,Interruzioni","3","5","3","5","3","5","2","6","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali","3",NA,NA,NA,NA,NA,NA
"LSMS1969","iOS","ProtocolWorkM",1,"Survey Mattina",1,2019-10-21 08:18:55.917,2019-10-21 08:20:11.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","4","5","3","4","5","5",NA,"5","Nessunodiquestisintomi","1",NA,NA,NA,NA
"LSMS1969","iOS","ProtocolWorkM",1,"Survey Lavoro",3,2019-10-23 12:31:56.124,2019-10-23 12:33:06.800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA
"LVAM1967","iOS","ProtocolWorkM",1,"Survey Lavoro",5,2019-01-25 10:21:30.030,2019-01-25 10:39:11.483,"Facciaafaccia/oralmente","2","Colleghi","7","7","7","6","1","4","1","Interruzioni","5","6","2","5","2","4","6","7","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","7",NA,NA,NA,NA,NA,NA
"LVAM1967","iOS","ProtocolWorkM",2,"Survey Lavoro",5,2019-01-25 12:07:13.176,2019-01-25 12:09:19.430,"Facciaafaccia/oralmente","20","Superiori","4","2","2","2","1","6","6","Nessunadiquestecondizoni","5","6","5","3","4","6","4","5","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","5",NA,NA,NA,NA,NA,NA
"LVAM1967","iOS","ProtocolWorkM",3,"Survey Lavoro",5,2019-01-25 16:32:26.154,2019-01-25 16:34:35.344,"Facciaafaccia/oralmente","30","Superiori","2","2","2","2","1","6","7","Nessunadiquestecondizoni","1","4","3","5","3","5","4","4","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","7",NA,NA,NA,NA,NA,NA
"LVAM1967","iOS","ProtocolWorkM",4,"Survey Lavoro",5,2019-01-25 18:05:48.668,2019-01-25 18:08:11.567,"Altro","2","Familiari/amici","1","1","1","1","7","7","7","Nessunadiquestecondizoni","1","7","1","7","2","6","6","6","ALTRO","7",NA,NA,NA,NA,NA,NA
"LVAM1967","iOS","ProtocolWorkM",1,"Survey Lavoro",1,2019-01-28 13:20:17.440,2019-01-28 13:21:46.850,"Alcomputer","0","Nessuno","7","7","6","7","1","4","6","Nessunadiquestecondizoni","7","7","4","1","1","5","1","2","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","7",NA,NA,NA,NA,NA,NA
"LVAM1967","iOS","ProtocolWorkM",2,"Survey Lavoro",1,2019-01-28 16:23:00.136,2019-01-28 16:24:54.661,"Altelefono","1","Colleghi","5","3","2","2","6","6","6","Nessunadiquestecondizoni","2","3","3","7","6","5","5","3","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","6",NA,NA,NA,NA,NA,NA
"LVAM1967","iOS","ProtocolWorkM",3,"Survey Lavoro",1,2019-01-28 18:04:43.023,2019-01-28 18:06:46.041,"Facciaafaccia/oralmente","1","Colleghi","1","2","2","2","4","4","4","Nessunadiquestecondizoni","2","2","3","6","7","4","6","2","ALTRO","7",NA,NA,NA,NA,NA,NA
"LVAM1967","iOS","ProtocolWorkM",1,"Survey Lavoro",3,2019-01-30 13:33:22.799,2019-01-30 13:35:28.480,"Facciaafaccia/oralmente","2","Superiori","4","4","4","4","4","4","4","Nessunadiquestecondizoni","2","7","2","7","2","7","7","7","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","7",NA,NA,NA,NA,NA,NA
"LVAM1967","iOS","ProtocolWorkM",2,"Survey Lavoro",3,2019-01-30 15:08:36.871,2019-01-30 15:28:27.491,"Altro","0","Nessuno","3","2","2","2","6","6","6","Nessunadiquestecondizoni","2","3","3","6","5","7","6","2","ALTRO","7",NA,NA,NA,NA,NA,NA
"LVAM1967","iOS","ProtocolWorkM",3,"Survey Lavoro",3,2019-01-30 17:58:13.155,2019-01-30 17:59:33.303,"Alcomputer,Altelefono","1","Colleghi","5","5","6","5","5","6","5","Nessunadiquestecondizoni","2","2","2","7","6","5","6","2","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","7",NA,NA,NA,NA,NA,NA
"MAAS59","Android","ProtocolWorkM",1,"Survey Mattina",1,2019-11-04 09:15:00.201,2019-11-04 09:16:45.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","3","5","2","6","2","7","4",NA,"6","Nessunodiquestisintomi","1","2","2","2","No"
"MAAS59","Android","ProtocolWorkM",2,"Survey Lavoro",1,2019-11-04 10:21:06.080,2019-11-04 10:41:05.928,"Alcomputer","1","Nessuno","4","2","1","2","6","6","6","Nessunadiquestecondizoni","2","6","5","1","2","5","7","6","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","6",NA,NA,NA,NA,NA,NA
"MAAS59","Android","ProtocolWorkM",3,"Survey Lavoro",1,2019-11-04 11:51:52.074,2019-11-04 12:05:34.068,"Alcomputer,Condocumenticartacei","1","Nessuno","2","2","2","2","6","6","6","Nessunadiquestecondizoni","2","6","3","7","2","6","6","6","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","6",NA,NA,NA,NA,NA,NA
"MAAS59","Android","ProtocolWorkM",4,"Survey Lavoro",1,2019-11-04 13:21:18.138,2019-11-04 13:31:42.056,"Condocumenticartacei","1","Nessuno","2","2","2","2","6","5","6","Nessunadiquestecondizoni","1","6","3","6","4","6","6","6","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande,ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","7",NA,NA,NA,NA,NA,NA
"MAAS59","Android","ProtocolWorkM",5,"Survey Lavoro",1,2019-11-04 14:53:29.993,2019-11-04 15:13:33.703,"Alcomputer","1","Nessuno","5","5","3","2","6","7","6","Nessunadiquestecondizoni","2","6","2","6","2","6","6","6","ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","7",NA,NA,NA,NA,NA,NA
"MAAS59","Android","ProtocolWorkM",6,"Survey Lavoro",1,2019-11-04 16:25:06.119,2019-11-04 16:28:01.687,"Alcomputer,Condocumenticartacei","2","Nessuno","5","5","5","6","6","7","6","Interruzioni","2","6","2","6","4","6","6","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","6",NA,NA,NA,NA,NA,NA
"MAAS59","Android","ProtocolWorkM",7,"Survey Lavoro",1,2019-11-04 17:50:53.085,2019-11-04 17:52:53.130,"Alcomputer","3","Nessuno","6","6","7","6","4","6","4","Nessunadiquestecondizoni","2","5","2","6","2","6","6","5","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","6",NA,NA,NA,NA,NA,NA
"MAAS59","Android","ProtocolWorkM",1,"Survey Mattina",3,2019-11-06 09:15:00.092,2019-11-06 09:25:03.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6","6","6","2","3","6","6",NA,"6","Nessunodiquestisintomi","2","1","2","1","No"
"MAAS59","Android","ProtocolWorkM",2,"Survey Lavoro",3,2019-11-06 16:31:20.147,2019-11-06 16:33:15.816,"Altro","1","Sottoposti","7","6","6","6","1","1","2","Inadeguateapparecchiature,strumentioforniture","6","2","6","6","6","2","3","1","ALTRO","4",NA,NA,NA,NA,NA,NA
"MAAS59","Android","ProtocolWorkM",3,"Survey Lavoro",3,2019-11-06 17:51:21.802,2019-11-06 17:52:37.572,"Altro","1","Sottoposti","7","7","7","7","1","2","7","Inadeguatoaiutodapartedialtrepersone,Inadeguateapparecchiature,strumentioforniture","7","1","6","4","7","1","3","1","ALTRO","1",NA,NA,NA,NA,NA,NA
"MAAS59","Android","ProtocolWorkM",1,"Survey Mattina",5,2019-11-08 09:15:00.177,2019-11-08 09:31:05.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","7","7","6","2","3","6","6",NA,"5","Nessunodiquestisintomi","3","2","1","1","No"
"MAAS59","Android","ProtocolWorkM",2,"Survey Lavoro",5,2019-11-08 15:02:26.106,2019-11-08 15:19:52.593,"Facciaafaccia/oralmente","1","Sottoposti","7","7","7","7","1","6","2","Nessunadiquestecondizoni","2","6","1","6","3","6","6","6","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","5",NA,NA,NA,NA,NA,NA
"MAAS59","Android","ProtocolWorkM",3,"Survey Lavoro",5,2019-11-08 16:23:50.127,2019-11-08 16:25:52.380,"Facciaafaccia/oralmente","20","Colleghi,Superiori","2","2","2","2","2","2","1","Nessunadiquestecondizoni","1","7","1","7","1","7","7","7","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","6",NA,NA,NA,NA,NA,NA
"MAGG1948","Android","ProtocolWorkF",1,"Survey Mattina",5,2019-01-18 09:15:00.398,2019-01-18 09:40:17.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","6","4","5","5","5","3","1",NA,"5","Aciditàobrucioredistomaco,Malditesta","2","2","1","1","No"
"MAGG1948","Android","ProtocolWorkF",2,"Survey Lavoro",5,2019-01-18 11:54:25.100,2019-01-18 12:01:11.895,"Facciaafaccia/oralmente","3","Colleghi,Superiori","4","2","6","4","1","2","2","Interruzioni,Ilmiosuperiore","4","2","3","5","4","4","3","2","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","3",NA,NA,NA,NA,NA,NA
"MAGG1948","Android","ProtocolWorkF",3,"Survey Lavoro",5,2019-01-18 15:02:55.906,2019-01-18 15:10:26.764,"Facciaafaccia/oralmente","2","Altro","3","5","5","3","2","2","2","Interruzioni,Nessunadiquestecondizoni","3","3","3","4","4","3","5","2","ALTRO","5",NA,NA,NA,NA,NA,NA
"MAGG1948","Android","ProtocolWorkF",4,"Survey Mattina",5,2019-01-25 09:15:01.464,2019-01-25 09:24:11.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","5","5","4","3","3","4",NA,NA,"Dolorimestruali","1","1","3","3","No"
"MAGG1948","Android","ProtocolWorkF",5,"Survey Lavoro",5,2019-01-25 15:07:59.238,2019-01-25 15:18:45.414,"Facciaafaccia/oralmente,Condocumenticartacei","1","Nessuno,Superiori","6","5","6","6","1","2","3","Interruzioni,Inadeguatoaiutodapartedialtrepersone,Ilmiosuperiore","4","4","4","5","5","4","4","4","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","5",NA,NA,NA,NA,NA,NA
"MAGG1948","Android","ProtocolWorkF",1,"Survey Mattina",1,2019-01-28 09:15:01.189,2019-01-28 09:26:10.520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","5","6","5","4","4","4",NA,"4","Malditesta,Dolorimestruali","1","1","3","3","No"
"MAGG1948","Android","ProtocolWorkF",2,"Survey Lavoro",1,2019-01-28 11:58:12.122,2019-01-28 12:49:32.100,"Facciaafaccia/oralmente,Condocumenticartacei,Altro","1","Nessuno","3","5","6","3","6","6","1","Interruzioni","3","4","3","3","3","3","3","4","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie,ALTRO","3",NA,NA,NA,NA,NA,NA
"MAGV1960","iOS","ProtocolWorkF",1,"Survey Mattina",3,2019-03-27 09:59:55.932,2019-03-27 10:03:25.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","7","7","1","1","7","7",NA,"6","Nessunodiquestisintomi","1","1","4","4","No"
"MAGV1960","iOS","ProtocolWorkF",2,"Survey Lavoro",3,2019-03-27 10:28:59.272,2019-03-27 10:31:26.013,"Condocumenticartacei","0","Nessuno","7","3","7","4","3","1","7","Interruzioni","5","5","5","7","5","7","5","5","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","5",NA,NA,NA,NA,NA,NA
"MAGV1960","iOS","ProtocolWorkF",3,"Survey Lavoro",3,2019-03-27 13:41:02.576,2019-03-27 13:42:31.712,"Condocumenticartacei","0","Nessuno","7","5","7","4","5","5","6","Interruzioni","5","5","5","3","4","2","4","5","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","3",NA,NA,NA,NA,NA,NA
"MAGV1960","iOS","ProtocolWorkF",4,"Survey Lavoro",3,2019-03-27 15:14:20.217,2019-03-27 15:17:36.225,"Condocumenticartacei","0","Nessuno","5","4","6","4","3","5","5","Interruzioni","6","5","4","4","4","1","4","5","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"MAGV1960","iOS","ProtocolWorkF",5,"Survey Lavoro",3,2019-03-27 18:06:07.497,2019-03-27 18:07:47.615,"Alcomputer","0","Nessuno","7","7","7","6","1","1","4","Nessunadiquestecondizoni","4","1","4","4","7","4","4","1","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"MAGV1960","iOS","ProtocolWorkF",1,"Survey Lavoro",5,2019-03-29 17:53:26.544,2019-03-29 17:54:51.119,"Alcomputer","0","Nessuno","6","1","5","4","1","5","5","Nessunadiquestecondizoni","7","3","7","7","5","7","7","3","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","7",NA,NA,NA,NA,NA,NA
"MAGV1960","iOS","ProtocolWorkF",1,"Survey Mattina",1,2019-04-01 08:54:27.944,2019-04-01 08:55:52.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","7","4","1","4","7","1","4",NA,"3","Nessunodiquestisintomi","5","7","3","4","No"
"MAGV1960","iOS","ProtocolWorkF",2,"Survey Lavoro",1,2019-04-01 15:29:51.232,2019-04-01 15:31:17.236,"Alcomputer","0","Nessuno","7","4","4","4","1","1","4","Nessunadiquestecondizoni","5","1","5","7","7","4","7","1","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","5",NA,NA,NA,NA,NA,NA
"MAGV1960","iOS","ProtocolWorkF",3,"Survey Lavoro",1,2019-04-01 17:06:44.645,2019-04-01 17:08:35.981,"Alcomputer","0","Nessuno","7","3","7","6","1","1","1","Inadeguatoaiutodapartedialtrepersone","4","1","4","4","7","4","4","1","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","4",NA,NA,NA,NA,NA,NA
"MAGV1960","iOS","ProtocolWorkF",2,"Survey Mattina",5,2019-04-12 08:26:29.724,2019-04-12 08:27:33.650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","4","4","4","4","4",NA,"5","Nessunodiquestisintomi","1","1","3","3","No"
"MAGV1960","iOS","ProtocolWorkF",3,"Survey Lavoro",5,2019-04-12 09:31:46.112,2019-04-12 09:34:24.363,"Alcomputer","0","Nessuno","3","3","7","4","3","2","2","Interruzioni","4","4","4","5","4","4","4","4","ATTIVITÀAMMINISTRSTIVEpraticheburocraticheroutinarie","5",NA,NA,NA,NA,NA,NA
"MAGV1960","iOS","ProtocolWorkF",4,"Survey Lavoro",5,2019-04-12 14:09:51.281,2019-04-12 14:11:04.817,"Facciaafaccia/oralmente","1","Colleghi","6","3","5","3","1","1","6","Nessunadiquestecondizoni","5","5","4","4","5","4","4","2","ALTRO","4",NA,NA,NA,NA,NA,NA
"MAGV1960","iOS","ProtocolWorkF",5,"Survey Lavoro",5,2019-04-12 16:51:04.459,2019-04-12 16:52:26.677,"Alcomputer","0","Nessuno","7","6","6","6","1","4","4","Nessunadiquestecondizoni","7","1","3","7","7","4","7","1","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","7",NA,NA,NA,NA,NA,NA
"malo1944","Android","ProtocolWorkF",1,"Survey Mattina",5,2019-07-05 08:15:00.532,2019-07-05 08:23:54.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1","3","2","6","5","2","3",NA,"3","Maldistomacoonausea,Sonnodisturbato,Aciditàobrucioredistomaco,Affaticamentodegliocchi,Diarrea,Crampiallostomacononmestruali,Mancanzadiappetito","1","1","3","3","Sì"
"malo1944","Android","ProtocolWorkF",2,"Survey Lavoro",5,2019-07-05 14:03:34.358,2019-07-08 08:18:22.870,"Condocumenticartacei,Alcomputer","1","Nessuno","3","2","3","1",NA,NA,NA,NA,"5","4","4","6","3","5","6","6","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","4",NA,NA,NA,NA,NA,NA
"malo1944","Android","ProtocolWorkF",1,"Survey Mattina",1,2019-07-08 08:15:00.326,2019-07-08 09:16:15.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","4","5","2","2","5","3",NA,"5","Affaticamentodegliocchi","2","1","5","4","No"
"malo1944","Android","ProtocolWorkF",1,"Survey Lavoro",3,2019-07-17 17:05:57.320,2019-07-17 17:16:30.089,"Facciaafaccia/oralmente,Alcomputer","0","Nessuno","4","4","4","4","4","4","4","Nessunadiquestecondizoni","2","6","1","7","1","7","6","7","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi","6",NA,NA,NA,NA,NA,NA
"MANP1960","Android","ProtocolWorkF",1,"Survey Mattina",3,2019-03-20 09:15:00.164,2019-03-20 09:16:35.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","7","4","5","4","4","6","7",NA,"5","Nessunodiquestisintomi","1","1","5","5","No"
"MANP1960","Android","ProtocolWorkF",2,"Survey Lavoro",3,2019-03-20 10:30:00.435,2019-03-20 10:43:06.352,"Alcomputer,Altelefono","2","Nessuno","4","3","5","4","5","5","6","Interruzioni","6","6","5","7","3","5","7","6","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali","5",NA,NA,NA,NA,NA,NA
"MANP1960","Android","ProtocolWorkF",3,"Survey Lavoro",3,2019-03-20 11:59:20.321,2019-03-20 12:05:40.970,"Alcomputer","2","Nessuno","5","4","6","4","5","4","5","Interruzioni","4","6","5","5","4","4","5","4","RICERCAOACQUISIZIONEINFORMAZIONIconsultazionedifontielettroniche/cartacee,studiooapprendimentopersviluppareconoscenzepersonali,progetti,prodottioservizi,AUTHORINGcreazione/composizionedicontenutitestualiomultimediali,DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","5",NA,NA,NA,NA,NA,NA
"MANP1960","Android","ProtocolWorkF",4,"Survey Lavoro",3,2019-03-20 13:30:53.335,2019-03-20 13:33:40.306,"Alcomputer","1","Nessuno","3","4","4","3","4","4","5","Nessunadiquestecondizoni","2","4","4","6","4","4","5","5","PAUSA-->indicaancheL'ATTIVITÀSVOLTAPRIMAdellapausaeriferiscitiaquestaperleprossimedomande,DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","6",NA,NA,NA,NA,NA,NA
"MANP1960","Android","ProtocolWorkF",5,"Survey Lavoro",3,2019-03-20 14:51:50.924,2019-03-20 14:54:14.519,"Alcomputer","1","Nessuno","3","2","4","3","5","5","5","Nessunadiquestecondizoni","2","3","4","5","4","5","6","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","5",NA,NA,NA,NA,NA,NA
"MANP1960","Android","ProtocolWorkF",6,"Survey Lavoro",3,2019-03-20 16:34:16.070,2019-03-20 16:36:55.691,"Alcomputer,Altelefono","0","Nessuno","4","3","5","5","5","5","5","Nessunadiquestecondizoni","3","3","4","7","4","5","6","4","DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni,NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti","6",NA,NA,NA,NA,NA,NA
"MANP1960","Android","ProtocolWorkF",7,"Survey Lavoro",3,2019-03-20 18:02:10.403,2019-03-20 18:05:11.893,"Alcomputer,Altelefono","0","Nessuno","4","5","5","4","4","4","4","Nessunadiquestecondizoni","3","3","4","6","5","4","6","4","NETWORKINGinterazioneconpersone/entiperraccogliere/scambiareinformazioniofarecontatti,DIVULGAZIONEinsegnamento,presentazioneocondivisionediinformazioni","5",NA,NA,NA,NA,NA,NA
"MANP1960","Android","ProtocolWorkF",1,"Survey Mattina",5,2019-03-22 09:15:00.224,2019-03-22 09:16:32.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","4","5","4","4","5","4",NA,"6","Nessunodiquestisintomi","1","1","1","1","No"
"MANP1960","Android","ProtocolWorkF",2,"Survey Lavoro",5,2019-03-22 12:09:13.588,2019-03-22 12:10:42.514,"Facciaafaccia/oralmente,Alcomputer","1","Colleghi","5","6","6","5","4","3","4","Ilmiosuperiore,Regoleeprocedureorganizzative","5","4","6","3","4","3","3","4","AUTHORINGcreazione/composizionedicontenutitestualiomultimediali,ANALISIesame/elaborazionediinformazioniqualitativeoquantitativepermigliorarnelacomprensione","3",NA,NA,NA,NA,NA,NA
